TURBOVEG_PLOT_NUMBER,PLANT_COMMUNITY_NAME,ELEVATION,ASPECT,SLOPE,COVER_LITTER_LAYER,COVER_OPEN_WATER,COVER_ROCK,COVER_CRUST,COVER_BARE_SOIL,REMARKS
11111,Arctagrostio latifoliae-Salicetum alaxensis,1280,180,-9999,20,0,30,0,35,"Releves also in Cooper (1986), Phytocoenologia, Table 18. Successional shrub dominated vegetation. This association develops as the primary colonizer of mudflows and other disturbances, primarily in gullies and drainage ways on limestone slopes. Most stands occur well above the shrub tundra belt, in the arctic-alpine tundra belt (Cooper 1986)."
11112,Arctagrostio latifoliae-Salicetum alaxensis,1260,135,-9999,35,0,25,0,20,"Releves also in Cooper (1986), Phytocoenologia, Table 18. Successional shrub dominated vegetation. This association develops as the primary colonizer of mudflows and other disturbances, primarily in gullies and drainage ways on limestone slopes. Most stands occur well above the shrub tundra belt, in the arctic-alpine tundra belt (Cooper 1986)."
11113,Arctagrostio latifoliae-Salicetum alaxensis,1220,135,-9999,15,0,55,6,40,"Releves also in Cooper (1986), Phytocoenologia, Table 18. Successional shrub dominated vegetation. This association develops as the primary colonizer of mudflows and other disturbances, primarily in gullies and drainage ways on limestone slopes. Most stands occur well above the shrub tundra belt, in the arctic-alpine tundra belt (Cooper 1986)."
11114,Arctagrostio latifoliae-Salicetum alaxensis,1225,180,-9999,40,0,30,3,20,"Releves also in Cooper (1986), Phytocoenologia, Table 18. Successional shrub dominated vegetation. This association develops as the primary colonizer of mudflows and other disturbances, primarily in gullies and drainage ways on limestone slopes. Most stands occur well above the shrub tundra belt, in the arctic-alpine tundra belt (Cooper 1986)."
11115,Arctagrostio latifoliae-Salicetum alaxensis,1300,270,-9999,0,0,15,0,55,"Releves also in Cooper (1986), Phytocoenologia, Table 18. Successional shrub dominated vegetation. This association develops as the primary colonizer of mudflows and other disturbances, primarily in gullies and drainage ways on limestone slopes. Most stands occur well above the shrub tundra belt, in the arctic-alpine tundra belt (Cooper 1986)."
11116,Arctagrostio latifoliae-Salicetum alaxensis,1200,225,-9999,55,0,15,10,30,"Releves also in Cooper (1986), Phytocoenologia, Table 18. Successional shrub dominated vegetation. This association develops as the primary colonizer of mudflows and other disturbances, primarily in gullies and drainage ways on limestone slopes. Most stands occur well above the shrub tundra belt, in the arctic-alpine tundra belt (Cooper 1986)."
11117,Arctagrostio latifoliae-Salicetum alaxensis,1230,225,-9999,5,0,35,20,60,"Releves also in Cooper (1986), Phytocoenologia, Table 18. Successional shrub dominated vegetation. This association develops as the primary colonizer of mudflows and other disturbances, primarily in gullies and drainage ways on limestone slopes. Most stands occur well above the shrub tundra belt, in the arctic-alpine tundra belt (Cooper 1986)."
11118,Arctagrostio latifoliae-Salicetum alaxensis,1220,225,-9999,4,0,45,20,50,"Releves also in Cooper (1986), Phytocoenologia, Table 18. Successional shrub dominated vegetation. This association develops as the primary colonizer of mudflows and other disturbances, primarily in gullies and drainage ways on limestone slopes. Most stands occur well above the shrub tundra belt, in the arctic-alpine tundra belt (Cooper 1986)."
11119,Ass. Petasito frigidi-Salicetum alaxensis,1030,-9999,0,20,0,0,0,60,"Releves also in Cooper (1986), Phytocoenologia, Table 16, Petasites frigidus-Salix alaxensis community. Note: J. Sibik, 01-23-2014. Successional shrub dominated vegetation. Tall Salix dominated vegetation found along stream floodplains. Soils are gravelly and youthful (Cooper 1986)."
11120,Ass. Petasito frigidi-Salicetum alaxensis,1030,-9999,0,15,0,0,0,50,"Releves also in Cooper (1986), Phytocoenologia, Table 16, Petasites frigidus-Salix alaxensis community. Note: J. Sibik, 01-23-2014. Successional shrub dominated vegetation. Tall Salix dominated vegetation found along stream floodplains. Soils are gravelly and youthful (Cooper 1986)."
11121,Ass. Petasito frigidi-Salicetum alaxensis,1030,-9999,0,10,0,0,0,25,"Releves also in Cooper (1986), Phytocoenologia, Table 16, Petasites frigidus-Salix alaxensis community. Note: J. Sibik, 01-23-2014. Successional shrub dominated vegetation. Tall Salix dominated vegetation found along stream floodplains. Soils are gravelly and youthful (Cooper 1986)."
11122,Equiseto arvensis-Salicetum lanatae,910,-9999,0,80,0,0,0,0,"Releves also in Cooper (1986), Phytocoenologia, Table 15. Tall Salix dominated vegetation forming and open canopy occurring on level benches such as the tops of moraines and at large springs where a constant water supply allow growth of bryophytes. Soils are rocky and sandy with a thick humus layer and thaw depths (25-50 cm) are the most shallow of any association in the study area due to the insulation provided by the bryophyte mat (Cooper 1986)."
11123,Equiseto arvensis-Salicetum lanatae,-9999,-9999,-9999,5,0,0,0,5, Tall Salix dominated vegetation forming and open canopy occurring on level benches such as the tops of moraines and at large springs where a constant water supply allow growth of bryophytes. Soils are rocky and sandy with a thick humus layer and thaw depths (25-50 cm) are the most shallow of any association in the study area due to the insulation provided by the bryophyte mat (Cooper 1986).
11124,Equiseto arvensis-Salicetum lanatae,790,-9999,0,75,0,0,0,0,"Releves also in Cooper (1986), Phytocoenologia, Table 15. Tall Salix dominated vegetation forming and open canopy occurring on level benches such as the tops of moraines and at large springs where a constant water supply allow growth of bryophytes. Soils are rocky and sandy with a thick humus layer and thaw depths (25-50 cm) are the most shallow of any association in the study area due to the insulation provided by the bryophyte mat (Cooper 1986)."
11125,Equiseto arvensis-Salicetum lanatae,800,-9999,0,70,0,0,0,0,"Releves also in Cooper (1986), Phytocoenologia, Table 15. Tall Salix dominated vegetation forming and open canopy occurring on level benches such as the tops of moraines and at large springs where a constant water supply allow growth of bryophytes. Soils are rocky and sandy with a thick humus layer and thaw depths (25-50 cm) are the most shallow of any association in the study area due to the insulation provided by the bryophyte mat (Cooper 1986)."
11126,Equiseto arvensis-Salicetum lanatae,-9999,-9999,-9999,45,0,0,0,0,Tall Salix dominated vegetation forming and open canopy occurring on level benches such as the tops of moraines and at large springs where a constant water supply allow growth of bryophytes. Soils are rocky and sandy with a thick humus layer and thaw depths (25-50 cm) are the most shallow of any association in the study area due to the insulation provided by the bryophyte mat (Cooper 1986).
11127,Equiseto arvensis-Salicetum lanatae,850,-9999,0,35,0,5,0,0,"Releves also in Cooper (1986), Phytocoenologia, Table 15. Tall Salix dominated vegetation forming and open canopy occurring on level benches such as the tops of moraines and at large springs where a constant water supply allow growth of bryophytes. Soils are rocky and sandy with a thick humus layer and thaw depths (25-50 cm) are the most shallow of any association in the study area due to the insulation provided by the bryophyte mat (Cooper 1986)."
11128,Equiseto arvensis-Salicetum lanatae,790,-9999,0,85,0,0,0,0,"Releves also in Cooper (1986), Phytocoenologia, Table 15. Tall Salix dominated vegetation forming and open canopy occurring on level benches such as the tops of moraines and at large springs where a constant water supply allow growth of bryophytes. Soils are rocky and sandy with a thick humus layer and thaw depths (25-50 cm) are the most shallow of any association in the study area due to the insulation provided by the bryophyte mat (Cooper 1986)."
11129,Equiseto arvensis-Salicetum lanatae,790,-9999,0,0,0,0,0,80,"Releves also in Cooper (1986), Phytocoenologia, Table 15. Tall Salix dominated vegetation forming and open canopy occurring on level benches such as the tops of moraines and at large springs where a constant water supply allow growth of bryophytes. Soils are rocky and sandy with a thick humus layer and thaw depths (25-50 cm) are the most shallow of any association in the study area due to the insulation provided by the bryophyte mat (Cooper 1986)."
11130,Equiseto arvensis-Salicetum lanatae,800,-9999,0,25,0,0,0,0,"Releves also in Cooper (1986), Phytocoenologia, Table 15. Tall Salix dominated vegetation forming and open canopy occurring on level benches such as the tops of moraines and at large springs where a constant water supply allow growth of bryophytes. Soils are rocky and sandy with a thick humus layer and thaw depths (25-50 cm) are the most shallow of any association in the study area due to the insulation provided by the bryophyte mat (Cooper 1986)."
11131,Equiseto arvensis-Salicetum lanatae,840,-9999,0,80,0,0,0,0,"Releves also in Cooper (1986), Phytocoenologia, Table 15. Tall Salix dominated vegetation forming and open canopy occurring on level benches such as the tops of moraines and at large springs where a constant water supply allow growth of bryophytes. Soils are rocky and sandy with a thick humus layer and thaw depths (25-50 cm) are the most shallow of any association in the study area due to the insulation provided by the bryophyte mat (Cooper 1986)."
11132,Equiseto arvensis-Salicetum lanatae,780,-9999,0,75,0,0,0,0,"Cladonia acuminata=in original Cladonia norrlinii; Releves also in Cooper (1986), Phytocoenologia, Table 15. Tall Salix dominated vegetation forming and open canopy occurring on level benches such as the tops of moraines and at large springs where a constant water supply allow growth of bryophytes. Soils are rocky and sandy with a thick humus layer and thaw depths (25-50 cm) are the most shallow of any association in the study area due to the insulation provided by the bryophyte mat (Cooper 1986)."
11133,Equiseto arvensis-Salicetum lanatae,910,-9999,0,70,0,0,0,0,"Releves also in Cooper (1986), Phytocoenologia, Table 15. Tall Salix dominated vegetation forming and open canopy occurring on level benches such as the tops of moraines and at large springs where a constant water supply allow growth of bryophytes. Soils are rocky and sandy with a thick humus layer and thaw depths (25-50 cm) are the most shallow of any association in the study area due to the insulation provided by the bryophyte mat (Cooper 1986)."
11134,Equiseto arvensis-Salicetum lanatae,-9999,-9999,-9999,5,0,0,0,0,Tall Salix dominated vegetation forming and open canopy occurring on level benches such as the tops of moraines and at large springs where a constant water supply allow growth of bryophytes. Soils are rocky and sandy with a thick humus layer and thaw depths (25-50 cm) are the most shallow of any association in the study area due to the insulation provided by the bryophyte mat (Cooper 1986).
11135,Equiseto arvensis-Salicetum lanatae,-9999,-9999,-9999,75,0,0,0,3,Tall Salix dominated vegetation forming and open canopy occurring on level benches such as the tops of moraines and at large springs where a constant water supply allow growth of bryophytes. Soils are rocky and sandy with a thick humus layer and thaw depths (25-50 cm) are the most shallow of any association in the study area due to the insulation provided by the bryophyte mat (Cooper 1986).
11136,Equiseto arvensis-Salicetum lanatae,914,-9999,0,85,0,0,0,6,"Releves also in Cooper (1986), Phytocoenologia, Table 15. Tall Salix dominated vegetation forming and open canopy occurring on level benches such as the tops of moraines and at large springs where a constant water supply allow growth of bryophytes. Soils are rocky and sandy with a thick humus layer and thaw depths (25-50 cm) are the most shallow of any association in the study area due to the insulation provided by the bryophyte mat (Cooper 1986)."
11137,Equiseto arvensis-Salicetum lanatae,900,-9999,0,80,0,5,0,2,"Releves also in Cooper (1986), Phytocoenologia, Table 15. Tall Salix dominated vegetation forming and open canopy occurring on level benches such as the tops of moraines and at large springs where a constant water supply allow growth of bryophytes. Soils are rocky and sandy with a thick humus layer and thaw depths (25-50 cm) are the most shallow of any association in the study area due to the insulation provided by the bryophyte mat (Cooper 1986)."
11138,Equiseto arvensis-Salicetum lanatae,900,-9999,0,85,0,1,0,1,"Releves also in Cooper (1986), Phytocoenologia, Table 15. Tall Salix dominated vegetation forming and open canopy occurring on level benches such as the tops of moraines and at large springs where a constant water supply allow growth of bryophytes. Soils are rocky and sandy with a thick humus layer and thaw depths (25-50 cm) are the most shallow of any association in the study area due to the insulation provided by the bryophyte mat (Cooper 1986)."
11139,Equiseto arvensis-Salicetum lanatae,-9999,-9999,-9999,35,0,1,0,3, Tall Salix dominated vegetation forming and open canopy occurring on level benches such as the tops of moraines and at large springs where a constant water supply allow growth of bryophytes. Soils are rocky and sandy with a thick humus layer and thaw depths (25-50 cm) are the most shallow of any association in the study area due to the insulation provided by the bryophyte mat (Cooper 1986).
11140,Betulo glandulosae-Alnetum crispae,820,360,-9999,30,0,5,0,5,Didymodon rigidulus = original Didymodon acutus ditrichoides (synonym Didymodon rigidulus var. gracilis). Note J. Sibik 01-24-2014. Alder dominated vegetation occurring in the shrub tundra belt along stream cutbanks and on north-facing slopes where moisture conditions are sufficient. Stands occur on all slope aspects but were always associated with bare rock or boulders and usually with abundant surface or subsurface water. Alnus crispa is also a pioneer on talus and glacial till where there is constant subsurface irrigation (Cooper 1986).
11141,Betulo glandulosae-Alnetum crispae,850,45,-9999,15,0,2,0,2,Didymodon rigidulus = original Didymodon acutus ditrichoides (synonym Didymodon rigidulus var. gracilis). Cladonia aberrans in original (cover 2 percent) - synonym to Cladonia stellaris - merged. Alder dominated vegetation occurring in the shrub tundra belt along stream cutbanks and on north-facing slopes where moisture conditions are sufficient. Stands occur on all slope aspects but were always associated with bare rock or boulders and usually with abundant surface or subsurface water. Alnus crispa is also a pioneer on talus and glacial till where there is constant subsurface irrigation (Cooper 1986).
11142,Betulo glandulosae-Alnetum crispae,-9999,-9999,-9999,70,0,12,0,5,Alder dominated vegetation occurring in the shrub tundra belt along stream cutbanks and on north-facing slopes where moisture conditions are sufficient. Stands occur on all slope aspects but were always associated with bare rock or boulders and usually with abundant surface or subsurface water. Alnus crispa is also a pioneer on talus and glacial till where there is constant subsurface irrigation (Cooper 1986).
11143,Betulo glandulosae-Alnetum crispae,800,45,-9999,80,0,1,0,1,Umbilicaria cinereorufescens = original Umbilicaria cinerorufa. Is this correct name used in TV for this species? (note J. Sibik 01-24-2014). Alder dominated vegetation occurring in the shrub tundra belt along stream cutbanks and on north-facing slopes where moisture conditions are sufficient. Stands occur on all slope aspects but were always associated with bare rock or boulders and usually with abundant surface or subsurface water. Alnus crispa is also a pioneer on talus and glacial till where there is constant subsurface irrigation (Cooper 1986).
11144,Betulo glandulosae-Alnetum crispae,820,90,-9999,80,0,4,0,2,Alder dominated vegetation occurring in the shrub tundra belt along stream cutbanks and on north-facing slopes where moisture conditions are sufficient. Stands occur on all slope aspects but were always associated with bare rock or boulders and usually with abundant surface or subsurface water. Alnus crispa is also a pioneer on talus and glacial till where there is constant subsurface irrigation (Cooper 1986).
11145,Betulo glandulosae-Alnetum crispae,820,360,-9999,75,0,8,0,5,Alder dominated vegetation occurring in the shrub tundra belt along stream cutbanks and on north-facing slopes where moisture conditions are sufficient. Stands occur on all slope aspects but were always associated with bare rock or boulders and usually with abundant surface or subsurface water. Alnus crispa is also a pioneer on talus and glacial till where there is constant subsurface irrigation (Cooper 1986).
11146,Betulo glandulosae-Alnetum crispae,850,360,-9999,85,0,0,0,0,Alder dominated vegetation occurring in the shrub tundra belt along stream cutbanks and on north-facing slopes where moisture conditions are sufficient. Stands occur on all slope aspects but were always associated with bare rock or boulders and usually with abundant surface or subsurface water. Alnus crispa is also a pioneer on talus and glacial till where there is constant subsurface irrigation (Cooper 1986).
11147,Betulo glandulosae-Alnetum crispae,950,135,-9999,90,0,10,0,5,Alder dominated vegetation occurring in the shrub tundra belt along stream cutbanks and on north-facing slopes where moisture conditions are sufficient. Stands occur on all slope aspects but were always associated with bare rock or boulders and usually with abundant surface or subsurface water. Alnus crispa is also a pioneer on talus and glacial till where there is constant subsurface irrigation (Cooper 1986).
11148,Betulo glandulosae-Alnetum crispae,-9999,-9999,-9999,95,0,0,0,0,Alder dominated vegetation occurring in the shrub tundra belt along stream cutbanks and on north-facing slopes where moisture conditions are sufficient. Stands occur on all slope aspects but were always associated with bare rock or boulders and usually with abundant surface or subsurface water. Alnus crispa is also a pioneer on talus and glacial till where there is constant subsurface irrigation (Cooper 1986).
11149,Betulo glandulosae-Alnetum crispae,-9999,-9999,-9999,70,0,15,0,25,Alder dominated vegetation occurring in the shrub tundra belt along stream cutbanks and on north-facing slopes where moisture conditions are sufficient. Stands occur on all slope aspects but were always associated with bare rock or boulders and usually with abundant surface or subsurface water. Alnus crispa is also a pioneer on talus and glacial till where there is constant subsurface irrigation (Cooper 1986).
11150,Betulo glandulosae-Alnetum crispae,-9999,-9999,-9999,30,0,1,0,3,Alder dominated vegetation occurring in the shrub tundra belt along stream cutbanks and on north-facing slopes where moisture conditions are sufficient. Stands occur on all slope aspects but were always associated with bare rock or boulders and usually with abundant surface or subsurface water. Alnus crispa is also a pioneer on talus and glacial till where there is constant subsurface irrigation (Cooper 1986).
11151,Betulo glandulosae-Alnetum crispae,915,315,-9999,20,0,15,0,2,Alder dominated vegetation occurring in the shrub tundra belt along stream cutbanks and on north-facing slopes where moisture conditions are sufficient. Stands occur on all slope aspects but were always associated with bare rock or boulders and usually with abundant surface or subsurface water. Alnus crispa is also a pioneer on talus and glacial till where there is constant subsurface irrigation (Cooper 1986).
11152,Betulo glandulosae-Alnetum crispae,910,90,-9999,15,0,60,0,3,Alder dominated vegetation occurring in the shrub tundra belt along stream cutbanks and on north-facing slopes where moisture conditions are sufficient. Stands occur on all slope aspects but were always associated with bare rock or boulders and usually with abundant surface or subsurface water. Alnus crispa is also a pioneer on talus and glacial till where there is constant subsurface irrigation (Cooper 1986).
11153,Carici scirpoideae-Kobresietum simpiciusculae,1150,90,-9999,45,0,15,0,20,"Stands are almost totally restricted to springs and seeps on limestone bedrock. Stands are small and typically occur in depressions on ledges, benches, and between boulders. It occurred primarily on north and east-facing slopes and much rock and ground are exposed or is covered by an algal crust. Soils are neutral to slightly basic and constantly moist (Cooper 1986). "
11154,Carici scirpoideae-Kobresietum simpiciusculae,1150,90,-9999,40,0,40,0,15,"Stands are almost totally restricted to springs and seeps on limestone bedrock. Stands are small and typically occur in depressions on ledges, benches, and between boulders. It occurred primarily on north and east-facing slopes and much rock and ground are exposed or is covered by an algal crust. Soils are neutral to slightly basic and constantly moist (Cooper 1986). "
11155,Carici scirpoideae-Kobresietum simpiciusculae,1280,45,-9999,75,0,18,0,5,"Stands are almost totally restricted to springs and seeps on limestone bedrock. Stands are small and typically occur in depressions on ledges, benches, and between boulders. It occurred primarily on north and east-facing slopes and much rock and ground are exposed or is covered by an algal crust. Soils are neutral to slightly basic and constantly moist (Cooper 1986). "
11156,Carici scirpoideae-Kobresietum simpiciusculae,1275,90,-9999,65,0,15,0,5,"Stands are almost totally restricted to springs and seeps on limestone bedrock. Stands are small and typically occur in depressions on ledges, benches, and between boulders. It occurred primarily on north and east-facing slopes and much rock and ground are exposed or is covered by an algal crust. Soils are neutral to slightly basic and constantly moist (Cooper 1986). "
11157,Carici scirpoideae-Kobresietum simpiciusculae,1275,90,-9999,20,0,30,0,10,"Stands are almost totally restricted to springs and seeps on limestone bedrock. Stands are small and typically occur in depressions on ledges, benches, and between boulders. It occurred primarily on north and east-facing slopes and much rock and ground are exposed or is covered by an algal crust. Soils are neutral to slightly basic and constantly moist (Cooper 1986). "
11158,Carici scirpoideae-Kobresietum simpiciusculae,1275,360,-9999,15,0,20,60,65,"Stands are almost totally restricted to springs and seeps on limestone bedrock. Stands are small and typically occur in depressions on ledges, benches, and between boulders. It occurred primarily on north and east-facing slopes and much rock and ground are exposed or is covered by an algal crust. Soils are neutral to slightly basic and constantly moist (Cooper 1986). "
11159,Carici scirpoideae-Kobresietum simpiciusculae,1060,360,-9999,0,0,15,30,50,"Stands are almost totally restricted to springs and seeps on limestone bedrock. Stands are small and typically occur in depressions on ledges, benches, and between boulders. It occurred primarily on north and east-facing slopes and much rock and ground are exposed or is covered by an algal crust. Soils are neutral to slightly basic and constantly moist (Cooper 1986). "
11160,Carici scirpoideae-Kobresietum simpiciusculae,1060,45,-9999,55,0,7,20,20,"Stands are almost totally restricted to springs and seeps on limestone bedrock. Stands are small and typically occur in depressions on ledges, benches, and between boulders. It occurred primarily on north and east-facing slopes and much rock and ground are exposed or is covered by an algal crust. Soils are neutral to slightly basic and constantly moist (Cooper 1986). "
11161,Carici scirpoideae-Kobresietum simpiciusculae,1050,360,-9999,50,0,10,45,40,"Stands are almost totally restricted to springs and seeps on limestone bedrock. Stands are small and typically occur in depressions on ledges, benches, and between boulders. It occurred primarily on north and east-facing slopes and much rock and ground are exposed or is covered by an algal crust. Soils are neutral to slightly basic and constantly moist (Cooper 1986). "
11162,Carici scirpoideae-Kobresietum simpiciusculae,1050,360,-9999,30,0,15,55,30,"Stands are almost totally restricted to springs and seeps on limestone bedrock. Stands are small and typically occur in depressions on ledges, benches, and between boulders. It occurred primarily on north and east-facing slopes and much rock and ground are exposed or is covered by an algal crust. Soils are neutral to slightly basic and constantly moist (Cooper 1986). "
11163,Caricetum krausei-atrofuscae,975,135,-9999,50,0,5,10,25,Didymodon rigidulus = original Didymodon acutus ditrichoides (synonym Didymodon rigidulus var. gracilis). Barbula convoluta = original Barbula convoluta gallinula. Note J. Sibik 01-24-2014. Stands occurred at waterfalls and seeps on ledges among limestone cliffs (Cooper 1986).
11164,Caricetum krausei-atrofuscae,975,135,-9999,30,0,20,15,60,Stands occurred at waterfalls and seeps on ledges among limestone cliffs (Cooper 1986).
11165,Caricetum krausei-atrofuscae,1200,90,-9999,35,0,45,10,10,Stands occurred at waterfalls and seeps on ledges among limestone cliffs (Cooper 1986).
11166,Caricetum krausei-atrofuscae,1220,90,-9999,35,0,40,10,15,Stands occurred at waterfalls and seeps on ledges among limestone cliffs (Cooper 1986).
11167,Caricetum krausei-atrofuscae,1220,90,-9999,15,0,40,5,25,Stands occurred at waterfalls and seeps on ledges among limestone cliffs (Cooper 1986).
11168,Caricetum krausei-atrofuscae,1200,90,-9999,30,0,35,15,25,Stands occurred at waterfalls and seeps on ledges among limestone cliffs (Cooper 1986).
11169,Festuco altaicae-Hylocomietum splendentis,1035,-9999,0,70,0,8,0,0,"This community is characterized by luxuriant growth of graminoids and bryophytes with a number of tall herbaceous species which characterize moist habitats as constants, and is found in depressions on granitic rocks, which were consistently moist and produced acidic humus (Cooper 1986)."
11170,Festuco altaicae-Hylocomietum splendentis,1035,-9999,0,70,0,4,0,0,"This community is characterized by luxuriant growth of graminoids and bryophytes with a number of tall herbaceous species which characterize moist habitats as constants, and is found in depressions on granitic rocks, which were consistently moist and produced acidic humus (Cooper 1986)."
11171,Festuco altaicae-Hylocomietum splendentis,1035,-9999,0,70,0,4,0,0,"This community is characterized by luxuriant growth of graminoids and bryophytes with a number of tall herbaceous species which characterize moist habitats as constants, and is found in depressions on granitic rocks, which were consistently moist and produced acidic humus (Cooper 1986)."
11172,Ass. Dryado octopetalae-Caricetum scirpoideae,1400,135,-9999,10,0,0,0,1,"Published releves in Table 19 (Cooper 1986), under the name Carex scirpoidea-Dryas octopetala community. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. Octopetala (Cooper 1986)."
11173,Ass. Dryado octopetalae-Caricetum scirpoideae,1410,135,-9999,15,0,0,0,3,"Published releves in Table 19 (Cooper 1986), under the name Carex scirpoidea-Dryas octopetala community. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. Octopetala (Cooper 1986)."
11174,Ass. Dryado octopetalae-Caricetum scirpoideae,1090,360,-9999,85,0,5,0,2,"Published releves in Table 19 (Cooper 1986), under the name Carex scirpoidea-Dryas octopetala community. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. Octopetala (Cooper 1986)."
11175,Ass. Dryado octopetalae-Caricetum scirpoideae,1340,225,-9999,35,0,25,10,30,"Published releves in Table 19 (Cooper 1986), under the name Carex scirpoidea-Dryas octopetala community. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. Octopetala (Cooper 1986)."
11176,Ass. Dryado octopetalae-Caricetum scirpoideae,1350,225,-9999,25,0,20,10,30,"Published releves in Table 19 (Cooper 1986), under the name Carex scirpoidea-Dryas octopetala community. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. Octopetala (Cooper 1986)."
11177,Ass. Dryado octopetalae-Caricetum scirpoideae,1370,180,-9999,30,0,15,0,50,"Published releves in Table 19 (Cooper 1986), under the name Carex scirpoidea-Dryas octopetala community. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. Octopetala (Cooper 1986)."
11178,Caricetum scirpoideae-rupestris,1020,270,-9999,60,0,15,0,12,"Published releves in Table 19 (Cooper 1986) under the same name but different Latin name?: Caricetum scorpoideo-rupestris. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
11179,Caricetum scirpoideae-rupestris,1030,270,-9999,25,0,45,0,35,"Published releves in Table 19 (Cooper 1986) under the same name. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
11180,Caricetum scirpoideae-rupestris,1050,315,-9999,40,0,25,0,25,"Published releves in Table 19 (Cooper 1986) under the same name. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
11181,Caricetum scirpoideae-rupestris,1040,315,-9999,60,0,12,0,8,"Published releves in Table 19 (Cooper 1986) under the same name. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
11182,Caricetum scirpoideae-rupestris,1090,315,-9999,65,0,0,0,25,"Published releves in Table 19 (Cooper 1986) under the same name but different Latin name?: Caricetum scorpoideo-rupestris. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
11183,Caricetum scirpoideae-rupestris,-9999,-9999,-9999,35,0,12,2,3,"Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
11184,Caricetum scirpoideae-rupestris,-9999,-9999,-9999,25,0,2,15,5,"Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
11185,Caricetum scirpoideae-rupestris,-9999,-9999,-9999,35,0,3,4,15,"Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
11186,Caricetum scirpoideae-rupestris,1100,315,-9999,85,0,2,0,8,"Published releves in Table 19 (Cooper 1986) under the same name. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
11187,Caricetum scirpoideae-rupestris,-9999,-9999,-9999,85,0,4,5,6,"Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
11188,Caricetum scirpoideae-rupestris,-9999,-9999,-9999,35,0,5,15,50,"Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
11189,Caricetum scirpoideae-rupestris,-9999,-9999,-9999,45,0,6,12,35,"Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
11190,Caricetum scirpoideae-rupestris,-9999,-9999,-9999,40,0,15,15,40,"Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
11191,Caricetum scirpoideae-rupestris,1280,135,-9999,35,0,25,5,20,"Published releves in Table 19 (Cooper 1986) under the same name. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
11192,Caricetum scirpoideae-rupestris,1270,225,-9999,80,0,0,0,8,"Published releves in Table 19 (Cooper 1986) under the same name. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
